"","ID_ORIG","TELEPUL_L","VALKOR","Mindendelagalt","FIDESZdelegalt","Ellenzekidelegalt","NINCSELLENZEK","maz","taz","sorsz","hany"
"1","BUDAPEST 01-001","BUDAPEST 01",1,4,2,2,0,1,1,1,NA
"2","BUDAPEST 01-002","BUDAPEST 01",2,4,2,2,0,1,1,2,NA
"3","BUDAPEST 01-003","BUDAPEST 01",3,5,2,3,0,1,1,3,NA
"4","BUDAPEST 01-004","BUDAPEST 01",4,4,2,2,0,1,1,4,NA
"5","BUDAPEST 01-005","BUDAPEST 01",5,4,2,2,0,1,1,5,NA
"6","BUDAPEST 01-006","BUDAPEST 01",6,6,2,4,0,1,1,6,NA
"7","BUDAPEST 01-007","BUDAPEST 01",7,6,2,4,0,1,1,7,NA
"8","BUDAPEST 01-008","BUDAPEST 01",8,5,2,3,0,1,1,8,NA
"9","BUDAPEST 01-009","BUDAPEST 01",9,5,2,3,0,1,1,9,NA
"10","BUDAPEST 01-010","BUDAPEST 01",10,5,2,3,0,1,1,10,NA
"11","BUDAPEST 01-011","BUDAPEST 01",11,4,1,3,0,1,1,11,NA
"12","BUDAPEST 01-012","BUDAPEST 01",12,5,2,3,0,1,1,12,NA
"13","BUDAPEST 01-013","BUDAPEST 01",13,5,2,3,0,1,1,13,NA
"14","BUDAPEST 01-014","BUDAPEST 01",14,4,2,2,0,1,1,14,NA
"15","BUDAPEST 01-015","BUDAPEST 01",15,4,2,2,0,1,1,15,NA
"16","BUDAPEST 01-016","BUDAPEST 01",16,4,2,2,0,1,1,16,NA
"17","BUDAPEST 01-017","BUDAPEST 01",17,5,2,3,0,1,1,17,NA
"18","BUDAPEST 01-018","BUDAPEST 01",18,5,2,3,0,1,1,18,NA
"19","BUDAPEST 01-019","BUDAPEST 01",19,5,2,3,0,1,1,19,NA
"20","BUDAPEST 01-020","BUDAPEST 01",20,3,2,1,0,1,1,20,NA
"21","BUDAPEST 02-001","BUDAPEST 02",1,2,1,1,0,1,2,1,NA
"22","BUDAPEST 02-002","BUDAPEST 02",2,4,2,2,0,1,2,2,NA
"23","BUDAPEST 02-003","BUDAPEST 02",3,3,2,1,0,1,2,3,NA
"24","BUDAPEST 02-004","BUDAPEST 02",4,4,2,2,0,1,2,4,1
"25","BUDAPEST 02-005","BUDAPEST 02",5,5,2,3,0,1,2,5,NA
"26","BUDAPEST 02-006","BUDAPEST 02",6,4,2,2,0,1,2,6,NA
"27","BUDAPEST 02-007","BUDAPEST 02",7,4,2,2,0,1,2,7,NA
"28","BUDAPEST 02-008","BUDAPEST 02",8,5,2,3,0,1,2,8,NA
"29","BUDAPEST 02-009","BUDAPEST 02",9,4,2,2,0,1,2,9,NA
"30","BUDAPEST 02-010","BUDAPEST 02",10,5,2,3,0,1,2,10,NA
"31","BUDAPEST 02-011","BUDAPEST 02",11,4,2,2,0,1,2,11,NA
"32","BUDAPEST 02-012","BUDAPEST 02",12,5,2,3,0,1,2,12,NA
"33","BUDAPEST 02-013","BUDAPEST 02",13,3,2,1,0,1,2,13,NA
"34","BUDAPEST 02-014","BUDAPEST 02",14,4,1,3,0,1,2,14,NA
"35","BUDAPEST 02-015","BUDAPEST 02",15,3,2,1,0,1,2,15,NA
"36","BUDAPEST 02-016","BUDAPEST 02",16,3,2,1,0,1,2,16,NA
"37","BUDAPEST 02-017","BUDAPEST 02",17,3,2,1,0,1,2,17,NA
"38","BUDAPEST 02-018","BUDAPEST 02",18,4,2,2,0,1,2,18,NA
"39","BUDAPEST 02-019","BUDAPEST 02",19,5,2,3,0,1,2,19,NA
"40","BUDAPEST 02-020","BUDAPEST 02",20,3,2,1,0,1,2,20,NA
"41","BUDAPEST 02-021","BUDAPEST 02",21,3,2,1,0,1,2,21,NA
"42","BUDAPEST 02-022","BUDAPEST 02",22,3,1,2,0,1,2,22,NA
"43","BUDAPEST 02-023","BUDAPEST 02",23,3,1,2,0,1,2,23,NA
"44","BUDAPEST 02-024","BUDAPEST 02",24,4,2,2,0,1,2,24,NA
"45","BUDAPEST 02-025","BUDAPEST 02",25,4,2,2,0,1,2,25,NA
"46","BUDAPEST 02-026","BUDAPEST 02",26,4,2,2,0,1,2,26,NA
"47","BUDAPEST 02-027","BUDAPEST 02",27,4,2,2,0,1,2,27,NA
"48","BUDAPEST 02-028","BUDAPEST 02",28,4,2,2,0,1,2,28,NA
"49","BUDAPEST 02-029","BUDAPEST 02",29,3,2,1,0,1,2,29,NA
"50","BUDAPEST 02-030","BUDAPEST 02",30,5,2,3,0,1,2,30,NA
"51","BUDAPEST 02-031","BUDAPEST 02",31,3,2,1,0,1,2,31,NA
"52","BUDAPEST 02-032","BUDAPEST 02",32,2,2,0,1,1,2,32,NA
"53","BUDAPEST 02-033","BUDAPEST 02",33,3,2,1,0,1,2,33,NA
"54","BUDAPEST 02-034","BUDAPEST 02",34,1,0,1,0,1,2,34,NA
"55","BUDAPEST 02-035","BUDAPEST 02",35,4,2,2,0,1,2,35,NA
"56","BUDAPEST 02-036","BUDAPEST 02",36,2,1,1,0,1,2,36,NA
"57","BUDAPEST 02-037","BUDAPEST 02",37,4,2,2,0,1,2,37,NA
"58","BUDAPEST 02-038","BUDAPEST 02",38,5,2,3,0,1,2,38,NA
"59","BUDAPEST 02-039","BUDAPEST 02",39,4,2,2,0,1,2,39,NA
"60","BUDAPEST 02-040","BUDAPEST 02",40,5,2,3,0,1,2,40,NA
"61","BUDAPEST 02-041","BUDAPEST 02",41,4,2,2,0,1,2,41,NA
"62","BUDAPEST 02-042","BUDAPEST 02",42,4,2,2,0,1,2,42,NA
"63","BUDAPEST 02-043","BUDAPEST 02",43,4,2,2,0,1,2,43,NA
"64","BUDAPEST 02-044","BUDAPEST 02",44,4,2,2,0,1,2,44,NA
"65","BUDAPEST 02-045","BUDAPEST 02",45,4,2,2,0,1,2,45,NA
"66","BUDAPEST 02-046","BUDAPEST 02",46,3,2,1,0,1,2,46,NA
"67","BUDAPEST 02-047","BUDAPEST 02",47,3,2,1,0,1,2,47,NA
"68","BUDAPEST 02-048","BUDAPEST 02",48,3,1,2,0,1,2,48,NA
"69","BUDAPEST 02-049","BUDAPEST 02",49,3,2,1,0,1,2,49,NA
"70","BUDAPEST 02-050","BUDAPEST 02",50,4,2,2,0,1,2,50,NA
"71","BUDAPEST 02-051","BUDAPEST 02",51,3,1,2,0,1,2,51,NA
"72","BUDAPEST 02-052","BUDAPEST 02",52,4,2,2,0,1,2,52,NA
"73","BUDAPEST 02-053","BUDAPEST 02",53,4,2,2,0,1,2,53,NA
"74","BUDAPEST 02-054","BUDAPEST 02",54,3,2,1,0,1,2,54,NA
"75","BUDAPEST 02-055","BUDAPEST 02",55,2,1,1,0,1,2,55,NA
"76","BUDAPEST 02-056","BUDAPEST 02",56,3,2,1,0,1,2,56,NA
"77","BUDAPEST 02-057","BUDAPEST 02",57,3,2,1,0,1,2,57,NA
"78","BUDAPEST 02-058","BUDAPEST 02",58,4,2,2,0,1,2,58,NA
"79","BUDAPEST 02-059","BUDAPEST 02",59,3,2,1,0,1,2,59,NA
"80","BUDAPEST 02-060","BUDAPEST 02",60,3,2,1,0,1,2,60,NA
"81","BUDAPEST 02-061","BUDAPEST 02",61,3,2,1,0,1,2,61,NA
"82","BUDAPEST 02-062","BUDAPEST 02",62,3,2,1,0,1,2,62,NA
"83","BUDAPEST 02-063","BUDAPEST 02",63,2,1,1,0,1,2,63,NA
"84","BUDAPEST 02-064","BUDAPEST 02",64,3,2,1,0,1,2,64,NA
"85","BUDAPEST 02-065","BUDAPEST 02",65,3,2,1,0,1,2,65,NA
"86","BUDAPEST 02-066","BUDAPEST 02",66,4,2,2,0,1,2,66,NA
"87","BUDAPEST 02-067","BUDAPEST 02",67,3,2,1,0,1,2,67,NA
"88","BUDAPEST 02-068","BUDAPEST 02",68,3,2,1,0,1,2,68,NA
"89","BUDAPEST 02-069","BUDAPEST 02",69,4,2,2,0,1,2,69,NA
"90","BUDAPEST 02-070","BUDAPEST 02",70,2,1,1,0,1,2,70,NA
"91","BUDAPEST 02-071","BUDAPEST 02",71,3,2,1,0,1,2,71,NA
"92","BUDAPEST 02-072","BUDAPEST 02",72,3,2,1,0,1,2,72,NA
"93","BUDAPEST 02-073","BUDAPEST 02",73,3,2,1,0,1,2,73,NA
"94","BUDAPEST 02-074","BUDAPEST 02",74,3,2,1,0,1,2,74,NA
"95","BUDAPEST 03-001","BUDAPEST 03",1,4,2,2,0,1,3,1,NA
"96","BUDAPEST 03-002","BUDAPEST 03",2,4,2,2,0,1,3,2,NA
"97","BUDAPEST 03-003","BUDAPEST 03",3,3,2,1,0,1,3,3,NA
"98","BUDAPEST 03-004","BUDAPEST 03",4,4,2,2,0,1,3,4,NA
"99","BUDAPEST 03-005","BUDAPEST 03",5,3,2,1,0,1,3,5,NA
"100","BUDAPEST 03-006","BUDAPEST 03",6,3,2,1,0,1,3,6,NA
"101","BUDAPEST 03-007","BUDAPEST 03",7,4,2,2,0,1,3,7,NA
"102","BUDAPEST 03-008","BUDAPEST 03",8,4,2,2,0,1,3,8,NA
"103","BUDAPEST 03-009","BUDAPEST 03",9,4,2,2,0,1,3,9,NA
"104","BUDAPEST 03-010","BUDAPEST 03",10,3,2,1,0,1,3,10,1
"105","BUDAPEST 03-011","BUDAPEST 03",11,3,2,1,0,1,3,11,NA
"106","BUDAPEST 03-012","BUDAPEST 03",12,3,2,1,0,1,3,12,NA
"107","BUDAPEST 03-013","BUDAPEST 03",13,4,2,2,0,1,3,13,NA
"108","BUDAPEST 03-014","BUDAPEST 03",14,3,2,1,0,1,3,14,NA
"109","BUDAPEST 03-015","BUDAPEST 03",15,3,2,1,0,1,3,15,NA
"110","BUDAPEST 03-016","BUDAPEST 03",16,5,2,3,0,1,3,16,NA
"111","BUDAPEST 03-017","BUDAPEST 03",17,3,2,1,0,1,3,17,NA
"112","BUDAPEST 03-018","BUDAPEST 03",18,3,2,1,0,1,3,18,NA
"113","BUDAPEST 03-019","BUDAPEST 03",19,3,2,1,0,1,3,19,NA
"114","BUDAPEST 03-020","BUDAPEST 03",20,4,2,2,0,1,3,20,NA
"115","BUDAPEST 03-021","BUDAPEST 03",21,3,2,1,0,1,3,21,NA
"116","BUDAPEST 03-022","BUDAPEST 03",22,3,2,1,0,1,3,22,NA
"117","BUDAPEST 03-023","BUDAPEST 03",23,3,2,1,0,1,3,23,NA
"118","BUDAPEST 03-024","BUDAPEST 03",24,3,2,1,0,1,3,24,NA
"119","BUDAPEST 03-025","BUDAPEST 03",25,4,2,2,0,1,3,25,NA
"120","BUDAPEST 03-026","BUDAPEST 03",26,3,2,1,0,1,3,26,NA
"121","BUDAPEST 03-027","BUDAPEST 03",27,3,2,1,0,1,3,27,NA
"122","BUDAPEST 03-028","BUDAPEST 03",28,2,2,0,1,1,3,28,NA
"123","BUDAPEST 03-029","BUDAPEST 03",29,3,2,1,0,1,3,29,NA
"124","BUDAPEST 03-030","BUDAPEST 03",30,3,2,1,0,1,3,30,NA
"125","BUDAPEST 03-031","BUDAPEST 03",31,5,1,4,0,1,3,31,NA
"126","BUDAPEST 03-032","BUDAPEST 03",32,3,1,2,0,1,3,32,NA
"127","BUDAPEST 03-033","BUDAPEST 03",33,5,1,4,0,1,3,33,NA
"128","BUDAPEST 03-034","BUDAPEST 03",34,4,1,3,0,1,3,34,NA
"129","BUDAPEST 03-035","BUDAPEST 03",35,4,1,3,0,1,3,35,NA
"130","BUDAPEST 03-036","BUDAPEST 03",36,5,2,3,0,1,3,36,NA
"131","BUDAPEST 03-037","BUDAPEST 03",37,5,2,3,0,1,3,37,NA
"132","BUDAPEST 03-038","BUDAPEST 03",38,4,2,2,0,1,3,38,NA
"133","BUDAPEST 03-039","BUDAPEST 03",39,4,2,2,0,1,3,39,NA
"134","BUDAPEST 03-040","BUDAPEST 03",40,4,2,2,0,1,3,40,NA
"135","BUDAPEST 03-041","BUDAPEST 03",41,4,2,2,0,1,3,41,NA
"136","BUDAPEST 03-042","BUDAPEST 03",42,5,2,3,0,1,3,42,NA
"137","BUDAPEST 03-043","BUDAPEST 03",43,4,1,3,0,1,3,43,NA
"138","BUDAPEST 03-044","BUDAPEST 03",44,4,1,3,0,1,3,44,NA
"139","BUDAPEST 03-045","BUDAPEST 03",45,5,2,3,0,1,3,45,NA
"140","BUDAPEST 03-046","BUDAPEST 03",46,4,1,3,0,1,3,46,NA
"141","BUDAPEST 03-047","BUDAPEST 03",47,3,1,2,0,1,3,47,NA
"142","BUDAPEST 03-048","BUDAPEST 03",48,5,2,3,0,1,3,48,NA
"143","BUDAPEST 03-049","BUDAPEST 03",49,4,2,2,0,1,3,49,NA
"144","BUDAPEST 03-050","BUDAPEST 03",50,5,2,3,0,1,3,50,NA
"145","BUDAPEST 03-051","BUDAPEST 03",51,5,2,3,0,1,3,51,NA
"146","BUDAPEST 03-052","BUDAPEST 03",52,5,2,3,0,1,3,52,NA
"147","BUDAPEST 03-053","BUDAPEST 03",53,5,1,4,0,1,3,53,NA
"148","BUDAPEST 03-054","BUDAPEST 03",54,5,2,3,0,1,3,54,NA
"149","BUDAPEST 03-055","BUDAPEST 03",55,6,2,4,0,1,3,55,NA
"150","BUDAPEST 03-056","BUDAPEST 03",56,5,2,3,0,1,3,56,NA
"151","BUDAPEST 03-057","BUDAPEST 03",57,7,2,5,0,1,3,57,NA
"152","BUDAPEST 03-058","BUDAPEST 03",58,4,2,2,0,1,3,58,NA
"153","BUDAPEST 03-059","BUDAPEST 03",59,5,2,3,0,1,3,59,NA
"154","BUDAPEST 03-060","BUDAPEST 03",60,4,2,2,0,1,3,60,NA
"155","BUDAPEST 03-061","BUDAPEST 03",61,6,2,4,0,1,3,61,NA
"156","BUDAPEST 03-062","BUDAPEST 03",62,4,2,2,0,1,3,62,NA
"157","BUDAPEST 03-063","BUDAPEST 03",63,3,1,2,0,1,3,63,NA
"158","BUDAPEST 03-064","BUDAPEST 03",64,5,2,3,0,1,3,64,NA
"159","BUDAPEST 03-065","BUDAPEST 03",65,5,2,3,0,1,3,65,NA
"160","BUDAPEST 03-066","BUDAPEST 03",66,4,2,2,0,1,3,66,NA
"161","BUDAPEST 03-067","BUDAPEST 03",67,4,1,3,0,1,3,67,NA
"162","BUDAPEST 03-068","BUDAPEST 03",68,5,2,3,0,1,3,68,NA
"163","BUDAPEST 03-069","BUDAPEST 03",69,4,1,3,0,1,3,69,NA
"164","BUDAPEST 03-070","BUDAPEST 03",70,4,1,3,0,1,3,70,NA
"165","BUDAPEST 03-071","BUDAPEST 03",71,4,1,3,0,1,3,71,NA
"166","BUDAPEST 03-072","BUDAPEST 03",72,5,2,3,0,1,3,72,NA
"167","BUDAPEST 03-073","BUDAPEST 03",73,3,1,2,0,1,3,73,NA
"168","BUDAPEST 03-074","BUDAPEST 03",74,3,1,2,0,1,3,74,NA
"169","BUDAPEST 03-075","BUDAPEST 03",75,4,2,2,0,1,3,75,NA
"170","BUDAPEST 03-076","BUDAPEST 03",76,3,1,2,0,1,3,76,NA
"171","BUDAPEST 03-077","BUDAPEST 03",77,3,1,2,0,1,3,77,NA
"172","BUDAPEST 03-078","BUDAPEST 03",78,3,1,2,0,1,3,78,NA
"173","BUDAPEST 03-079","BUDAPEST 03",79,4,1,3,0,1,3,79,NA
"174","BUDAPEST 03-080","BUDAPEST 03",80,4,2,2,0,1,3,80,NA
"175","BUDAPEST 03-081","BUDAPEST 03",81,4,2,2,0,1,3,81,NA
"176","BUDAPEST 03-082","BUDAPEST 03",82,5,1,4,0,1,3,82,NA
"177","BUDAPEST 03-083","BUDAPEST 03",83,5,2,3,0,1,3,83,NA
"178","BUDAPEST 03-084","BUDAPEST 03",84,6,2,4,0,1,3,84,NA
"179","BUDAPEST 03-085","BUDAPEST 03",85,5,2,3,0,1,3,85,NA
"180","BUDAPEST 03-086","BUDAPEST 03",86,3,1,2,0,1,3,86,NA
"181","BUDAPEST 03-087","BUDAPEST 03",87,4,1,3,0,1,3,87,NA
"182","BUDAPEST 03-088","BUDAPEST 03",88,3,1,2,0,1,3,88,NA
"183","BUDAPEST 03-089","BUDAPEST 03",89,4,1,3,0,1,3,89,NA
"184","BUDAPEST 03-090","BUDAPEST 03",90,3,1,2,0,1,3,90,NA
"185","BUDAPEST 03-091","BUDAPEST 03",91,3,1,2,0,1,3,91,NA
"186","BUDAPEST 03-092","BUDAPEST 03",92,5,1,4,0,1,3,92,NA
"187","BUDAPEST 03-093","BUDAPEST 03",93,3,1,2,0,1,3,93,NA
"188","BUDAPEST 03-094","BUDAPEST 03",94,4,1,3,0,1,3,94,NA
"189","BUDAPEST 03-095","BUDAPEST 03",95,3,1,2,0,1,3,95,NA
"190","BUDAPEST 03-096","BUDAPEST 03",96,4,1,3,0,1,3,96,NA
"191","BUDAPEST 03-097","BUDAPEST 03",97,3,1,2,0,1,3,97,NA
"192","BUDAPEST 03-098","BUDAPEST 03",98,4,1,3,0,1,3,98,NA
"193","BUDAPEST 03-099","BUDAPEST 03",99,5,2,3,0,1,3,99,NA
"194","BUDAPEST 03-100","BUDAPEST 03",100,4,1,3,0,1,3,100,NA
"195","BUDAPEST 03-101","BUDAPEST 03",101,4,1,3,0,1,3,101,NA
"196","BUDAPEST 03-102","BUDAPEST 03",102,4,1,3,0,1,3,102,NA
"197","BUDAPEST 03-103","BUDAPEST 03",103,4,1,3,0,1,3,103,NA
"198","BUDAPEST 03-104","BUDAPEST 03",104,4,1,3,0,1,3,104,NA
"199","BUDAPEST 03-105","BUDAPEST 03",105,4,1,3,0,1,3,105,NA
"200","BUDAPEST 03-106","BUDAPEST 03",106,4,1,3,0,1,3,106,NA
"201","BUDAPEST 03-107","BUDAPEST 03",107,3,1,2,0,1,3,107,NA
"202","BUDAPEST 03-108","BUDAPEST 03",108,4,2,2,0,1,3,108,NA
"203","BUDAPEST 03-109","BUDAPEST 03",109,3,1,2,0,1,3,109,NA
"204","BUDAPEST 03-110","BUDAPEST 03",110,3,1,2,0,1,3,110,NA
"205","BUDAPEST 03-111","BUDAPEST 03",111,4,1,3,0,1,3,111,NA
"206","BUDAPEST 03-112","BUDAPEST 03",112,3,1,2,0,1,3,112,NA
"207","BUDAPEST 04-001","BUDAPEST 04",1,3,1,2,0,1,4,1,NA
"208","BUDAPEST 04-002","BUDAPEST 04",2,3,1,2,0,1,4,2,NA
"209","BUDAPEST 04-003","BUDAPEST 04",3,3,1,2,0,1,4,3,NA
"210","BUDAPEST 04-004","BUDAPEST 04",4,4,1,3,0,1,4,4,NA
"211","BUDAPEST 04-005","BUDAPEST 04",5,3,1,2,0,1,4,5,NA
"212","BUDAPEST 04-006","BUDAPEST 04",6,3,1,2,0,1,4,6,NA
"213","BUDAPEST 04-007","BUDAPEST 04",7,3,1,2,0,1,4,7,NA
"214","BUDAPEST 04-008","BUDAPEST 04",8,3,1,2,0,1,4,8,NA
"215","BUDAPEST 04-009","BUDAPEST 04",9,4,1,3,0,1,4,9,NA
"216","BUDAPEST 04-010","BUDAPEST 04",10,3,1,2,0,1,4,10,NA
"217","BUDAPEST 04-011","BUDAPEST 04",11,3,1,2,0,1,4,11,NA
"218","BUDAPEST 04-012","BUDAPEST 04",12,3,1,2,0,1,4,12,NA
"219","BUDAPEST 04-013","BUDAPEST 04",13,3,1,2,0,1,4,13,NA
"220","BUDAPEST 04-014","BUDAPEST 04",14,3,1,2,0,1,4,14,NA
"221","BUDAPEST 04-015","BUDAPEST 04",15,3,1,2,0,1,4,15,NA
"222","BUDAPEST 04-016","BUDAPEST 04",16,3,1,2,0,1,4,16,NA
"223","BUDAPEST 04-017","BUDAPEST 04",17,3,1,2,0,1,4,17,NA
"224","BUDAPEST 04-018","BUDAPEST 04",18,3,1,2,0,1,4,18,NA
"225","BUDAPEST 04-019","BUDAPEST 04",19,4,1,3,0,1,4,19,NA
"226","BUDAPEST 04-020","BUDAPEST 04",20,3,1,2,0,1,4,20,NA
"227","BUDAPEST 04-021","BUDAPEST 04",21,3,1,2,0,1,4,21,NA
"228","BUDAPEST 04-022","BUDAPEST 04",22,3,1,2,0,1,4,22,NA
"229","BUDAPEST 04-023","BUDAPEST 04",23,3,1,2,0,1,4,23,NA
"230","BUDAPEST 04-024","BUDAPEST 04",24,3,1,2,0,1,4,24,NA
"231","BUDAPEST 04-025","BUDAPEST 04",25,3,1,2,0,1,4,25,NA
"232","BUDAPEST 04-026","BUDAPEST 04",26,3,1,2,0,1,4,26,NA
"233","BUDAPEST 04-027","BUDAPEST 04",27,3,1,2,0,1,4,27,NA
"234","BUDAPEST 04-028","BUDAPEST 04",28,3,1,2,0,1,4,28,NA
"235","BUDAPEST 04-029","BUDAPEST 04",29,3,1,2,0,1,4,29,NA
"236","BUDAPEST 04-030","BUDAPEST 04",30,3,1,2,0,1,4,30,NA
"237","BUDAPEST 04-031","BUDAPEST 04",31,3,1,2,0,1,4,31,NA
"238","BUDAPEST 04-032","BUDAPEST 04",32,4,2,2,0,1,4,32,NA
"239","BUDAPEST 04-033","BUDAPEST 04",33,4,1,3,0,1,4,33,NA
"240","BUDAPEST 04-034","BUDAPEST 04",34,3,1,2,0,1,4,34,NA
"241","BUDAPEST 04-035","BUDAPEST 04",35,3,1,2,0,1,4,35,NA
"242","BUDAPEST 04-036","BUDAPEST 04",36,2,1,1,0,1,4,36,NA
"243","BUDAPEST 04-037","BUDAPEST 04",37,3,1,2,0,1,4,37,NA
"244","BUDAPEST 04-038","BUDAPEST 04",38,3,1,2,0,1,4,38,NA
"245","BUDAPEST 04-039","BUDAPEST 04",39,3,1,2,0,1,4,39,NA
"246","BUDAPEST 04-040","BUDAPEST 04",40,3,1,2,0,1,4,40,NA
"247","BUDAPEST 04-041","BUDAPEST 04",41,3,1,2,0,1,4,41,NA
"248","BUDAPEST 04-042","BUDAPEST 04",42,4,1,3,0,1,4,42,NA
"249","BUDAPEST 04-043","BUDAPEST 04",43,3,1,2,0,1,4,43,NA
"250","BUDAPEST 04-044","BUDAPEST 04",44,3,1,2,0,1,4,44,NA
"251","BUDAPEST 04-045","BUDAPEST 04",45,3,1,2,0,1,4,45,NA
"252","BUDAPEST 04-046","BUDAPEST 04",46,3,1,2,0,1,4,46,NA
"253","BUDAPEST 04-047","BUDAPEST 04",47,3,1,2,0,1,4,47,NA
"254","BUDAPEST 04-048","BUDAPEST 04",48,3,1,2,0,1,4,48,NA
"255","BUDAPEST 04-049","BUDAPEST 04",49,3,1,2,0,1,4,49,NA
"256","BUDAPEST 04-050","BUDAPEST 04",50,3,1,2,0,1,4,50,NA
"257","BUDAPEST 04-051","BUDAPEST 04",51,3,1,2,0,1,4,51,NA
"258","BUDAPEST 04-052","BUDAPEST 04",52,3,1,2,0,1,4,52,NA
"259","BUDAPEST 04-053","BUDAPEST 04",53,3,1,2,0,1,4,53,NA
"260","BUDAPEST 04-054","BUDAPEST 04",54,3,1,2,0,1,4,54,NA
"261","BUDAPEST 04-055","BUDAPEST 04",55,3,1,2,0,1,4,55,NA
"262","BUDAPEST 04-056","BUDAPEST 04",56,3,1,2,0,1,4,56,NA
"263","BUDAPEST 04-057","BUDAPEST 04",57,4,1,3,0,1,4,57,NA
"264","BUDAPEST 04-058","BUDAPEST 04",58,3,1,2,0,1,4,58,NA
"265","BUDAPEST 04-059","BUDAPEST 04",59,3,1,2,0,1,4,59,NA
"266","BUDAPEST 04-060","BUDAPEST 04",60,3,1,2,0,1,4,60,NA
"267","BUDAPEST 04-061","BUDAPEST 04",61,3,1,2,0,1,4,61,NA
"268","BUDAPEST 04-062","BUDAPEST 04",62,3,1,2,0,1,4,62,NA
"269","BUDAPEST 04-063","BUDAPEST 04",63,3,1,2,0,1,4,63,NA
"270","BUDAPEST 04-064","BUDAPEST 04",64,3,1,2,0,1,4,64,NA
"271","BUDAPEST 04-065","BUDAPEST 04",65,3,1,2,0,1,4,65,NA
"272","BUDAPEST 04-066","BUDAPEST 04",66,3,1,2,0,1,4,66,NA
"273","BUDAPEST 04-067","BUDAPEST 04",67,3,1,2,0,1,4,67,NA
"274","BUDAPEST 04-068","BUDAPEST 04",68,3,1,2,0,1,4,68,NA
"275","BUDAPEST 04-069","BUDAPEST 04",69,3,1,2,0,1,4,69,NA
"276","BUDAPEST 04-070","BUDAPEST 04",70,4,1,3,0,1,4,70,NA
"277","BUDAPEST 05-001","BUDAPEST 05",1,5,2,3,0,1,5,1,1
"278","BUDAPEST 05-002","BUDAPEST 05",2,4,2,2,0,1,5,2,NA
"279","BUDAPEST 05-003","BUDAPEST 05",3,4,2,2,0,1,5,3,NA
"280","BUDAPEST 05-004","BUDAPEST 05",4,5,2,3,0,1,5,4,NA
"281","BUDAPEST 05-005","BUDAPEST 05",5,5,2,3,0,1,5,5,NA
"282","BUDAPEST 05-006","BUDAPEST 05",6,6,2,4,0,1,5,6,NA
"283","BUDAPEST 05-007","BUDAPEST 05",7,5,2,3,0,1,5,7,NA
"284","BUDAPEST 05-008","BUDAPEST 05",8,8,2,6,0,1,5,8,NA
"285","BUDAPEST 05-009","BUDAPEST 05",9,4,2,2,0,1,5,9,NA
"286","BUDAPEST 05-010","BUDAPEST 05",10,4,2,2,0,1,5,10,NA
"287","BUDAPEST 05-011","BUDAPEST 05",11,7,2,5,0,1,5,11,NA
"288","BUDAPEST 05-012","BUDAPEST 05",12,4,2,2,0,1,5,12,NA
"289","BUDAPEST 05-013","BUDAPEST 05",13,4,2,2,0,1,5,13,NA
"290","BUDAPEST 05-014","BUDAPEST 05",14,4,2,2,0,1,5,14,NA
"291","BUDAPEST 05-015","BUDAPEST 05",15,6,2,4,0,1,5,15,NA
"292","BUDAPEST 05-016","BUDAPEST 05",16,5,2,3,0,1,5,16,NA
"293","BUDAPEST 05-017","BUDAPEST 05",17,6,2,4,0,1,5,17,NA
"294","BUDAPEST 05-018","BUDAPEST 05",18,4,2,2,0,1,5,18,NA
"295","BUDAPEST 05-019","BUDAPEST 05",19,4,2,2,0,1,5,19,NA
"296","BUDAPEST 05-020","BUDAPEST 05",20,4,2,2,0,1,5,20,NA
"297","BUDAPEST 05-021","BUDAPEST 05",21,3,2,1,0,1,5,21,NA
"298","BUDAPEST 06-001","BUDAPEST 06",1,4,2,2,0,1,6,1,NA
"299","BUDAPEST 06-002","BUDAPEST 06",2,4,2,2,0,1,6,2,NA
"300","BUDAPEST 06-003","BUDAPEST 06",3,4,2,2,0,1,6,3,NA
"301","BUDAPEST 06-004","BUDAPEST 06",4,4,2,2,0,1,6,4,NA
"302","BUDAPEST 06-005","BUDAPEST 06",5,4,2,2,0,1,6,5,NA
"303","BUDAPEST 06-006","BUDAPEST 06",6,4,2,2,0,1,6,6,NA
"304","BUDAPEST 06-007","BUDAPEST 06",7,4,2,2,0,1,6,7,NA
"305","BUDAPEST 06-008","BUDAPEST 06",8,4,2,2,0,1,6,8,NA
"306","BUDAPEST 06-009","BUDAPEST 06",9,4,2,2,0,1,6,9,NA
"307","BUDAPEST 06-010","BUDAPEST 06",10,4,2,2,0,1,6,10,NA
"308","BUDAPEST 06-011","BUDAPEST 06",11,4,2,2,0,1,6,11,NA
"309","BUDAPEST 06-012","BUDAPEST 06",12,4,2,2,0,1,6,12,NA
"310","BUDAPEST 06-013","BUDAPEST 06",13,4,2,2,0,1,6,13,NA
"311","BUDAPEST 06-014","BUDAPEST 06",14,4,2,2,0,1,6,14,NA
"312","BUDAPEST 06-015","BUDAPEST 06",15,5,2,3,0,1,6,15,NA
"313","BUDAPEST 06-016","BUDAPEST 06",16,4,2,2,0,1,6,16,NA
"314","BUDAPEST 06-017","BUDAPEST 06",17,5,2,3,0,1,6,17,NA
"315","BUDAPEST 06-018","BUDAPEST 06",18,5,2,3,0,1,6,18,NA
"316","BUDAPEST 06-019","BUDAPEST 06",19,5,2,3,0,1,6,19,NA
