"","ID_ORIG","TELEPUL_L","VALKOR","Mindendelagalt","FIDESZdelegalt","Ellenzekidelegalt","NINCSELLENZEK","maz","taz","sorsz","hany"
"1507","PÉCS-120","PÉCS",120,4,2,2,0,2,217,120,NA
"1508","PÉCS-121","PÉCS",121,4,2,2,0,2,217,121,NA
"1509","PÉCS-122","PÉCS",122,4,2,2,0,2,217,122,NA
"1510","PÉCS-123","PÉCS",123,4,2,2,0,2,217,123,NA
"1511","PÉCS-124","PÉCS",124,4,2,2,0,2,217,124,NA
"1512","PÉCS-125","PÉCS",125,3,2,1,0,2,217,125,NA
"1513","PÉCS-126","PÉCS",126,4,2,2,0,2,217,126,NA
"1514","PÉCS-127","PÉCS",127,4,2,2,0,2,217,127,NA
"1515","PÉCS-128","PÉCS",128,5,2,3,0,2,217,128,NA
"1516","PÉCS-129","PÉCS",129,4,2,2,0,2,217,129,NA
"1517","PÉCS-130","PÉCS",130,3,2,1,0,2,217,130,NA
"1518","PÉCS-131","PÉCS",131,4,2,2,0,2,217,131,NA
"1519","PÉCS-132","PÉCS",132,4,2,2,0,2,217,132,NA
"1520","PÉCS-133","PÉCS",133,4,2,2,0,2,217,133,NA
"1521","PÉCS-134","PÉCS",134,3,2,1,0,2,217,134,NA
"1522","PÉCS-135","PÉCS",135,4,2,2,0,2,217,135,NA
"1523","PÉCS-136","PÉCS",136,4,2,2,0,2,217,136,NA
"1524","PÉCS-137","PÉCS",137,4,2,2,0,2,217,137,NA
"1525","PÉCS-138","PÉCS",138,5,2,3,0,2,217,138,NA
"1526","PÉCS-139","PÉCS",139,4,2,2,0,2,217,139,NA
"1527","PÉCS-140","PÉCS",140,4,2,2,0,2,217,140,NA
"1528","PÉCS-141","PÉCS",141,4,2,2,0,2,217,141,NA
"1529","PÉCS-142","PÉCS",142,4,2,2,0,2,217,142,NA
"1530","PÉCS-143","PÉCS",143,4,2,2,0,2,217,143,NA
"1531","PÉCS-144","PÉCS",144,5,2,3,0,2,217,144,NA
"1532","PÉCS-145","PÉCS",145,5,2,3,0,2,217,145,NA
"1533","PÉCS-146","PÉCS",146,4,2,2,0,2,217,146,NA
"1534","PÉCS-147","PÉCS",147,4,2,2,0,2,217,147,NA
"1535","PÉCS-148","PÉCS",148,4,2,2,0,2,217,148,NA
"1536","PÉCS-149","PÉCS",149,4,2,2,0,2,217,149,NA
"1537","PÉCSBAGOTA-","PÉCSBAGOTA",1,1,0,1,0,2,218,1,NA
"1538","PÉCSDEVECSER-","PÉCSDEVECSER",1,1,1,0,1,2,219,1,NA
"1539","PÉCSUDVARD-","PÉCSUDVARD",1,3,2,1,0,2,220,1,NA
"1540","PÉCSVÁRAD-001","PÉCSVÁRAD",1,1,1,0,1,2,221,1,NA
"1541","PÉCSVÁRAD-002","PÉCSVÁRAD",2,1,1,0,1,2,221,2,NA
"1542","PÉCSVÁRAD-003","PÉCSVÁRAD",3,1,1,0,1,2,221,3,NA
"1543","PISKÓ-","PISKÓ",1,1,1,0,1,2,222,1,NA
"1544","POGÁNY-","POGÁNY",1,5,2,3,0,2,223,1,NA
"1545","RÁDFALVA-","RÁDFALVA",1,2,1,1,0,2,225,1,NA
"1546","ROMONYA-","ROMONYA",1,2,1,1,0,2,227,1,NA
"1547","RÓZSAFA-","RÓZSAFA",1,1,1,0,1,2,228,1,NA
"1548","SÁMOD-","SÁMOD",1,3,1,2,0,2,229,1,NA
"1549","SÁSD-001","SÁSD",1,2,1,1,0,2,231,1,NA
"1550","SÁSD-002","SÁSD",2,2,1,1,0,2,231,2,NA
"1551","SÁSD-003","SÁSD",3,2,1,1,0,2,231,3,NA
"1552","SÁSD-004","SÁSD",4,2,1,1,0,2,231,4,NA
"1553","SÁTORHELY-","SÁTORHELY",1,1,1,0,1,2,232,1,NA
"1554","SELLYE-001","SELLYE",1,2,1,1,0,2,233,1,NA
"1555","SELLYE-002","SELLYE",2,3,1,2,0,2,233,2,NA
"1556","SELLYE-003","SELLYE",3,1,1,0,1,2,233,3,NA
"1557","SIKLÓS-001","SIKLÓS",1,2,1,1,0,2,234,1,NA
"1558","SIKLÓS-002","SIKLÓS",2,3,1,2,0,2,234,2,NA
"1559","SIKLÓS-003","SIKLÓS",3,3,1,2,0,2,234,3,NA
"1560","SIKLÓS-004","SIKLÓS",4,4,1,3,0,2,234,4,NA
"1561","SIKLÓS-005","SIKLÓS",5,2,1,1,0,2,234,5,NA
"1562","SIKLÓS-006","SIKLÓS",6,2,1,1,0,2,234,6,NA
"1563","SIKLÓS-007","SIKLÓS",7,2,1,1,0,2,234,7,NA
"1564","SIKLÓS-008","SIKLÓS",8,2,1,1,0,2,234,8,NA
"1565","SIKLÓS-009","SIKLÓS",9,2,1,1,0,2,234,9,NA
"1566","SIKLÓSBODONY-","SIKLÓSBODONY",1,1,1,0,1,2,235,1,NA
"1567","SOMBEREK-002","SOMBEREK",2,1,1,0,1,2,237,2,NA
"1568","SOMOGYAPÁTI-","SOMOGYAPÁTI",1,2,1,1,0,2,238,1,NA
"1569","SOMOGYHATVAN-","SOMOGYHATVAN",1,2,1,1,0,2,239,1,NA
"1570","SOMOGYHÁRSÁGY-002","SOMOGYHÁRSÁGY",2,1,0,1,0,2,240,2,NA
"1571","SOMOGYVISZLÓ-","SOMOGYVISZLÓ",1,2,1,1,0,2,241,1,NA
"1572","SÓSVERTIKE-","SÓSVERTIKE",1,1,1,0,1,2,242,1,NA
"1573","SUMONY-001","SUMONY",1,2,1,1,0,2,243,1,NA
"1574","SZABADSZENTKIRÁLY-","SZABADSZENTKIRÁLY",1,3,1,2,0,2,244,1,NA
"1575","SZAJK-","SZAJK",1,3,1,1,0,2,245,1,NA
"1576","SZALATNAK-","SZALATNAK",1,1,1,0,1,2,246,1,NA
"1577","SZALÁNTA-001","SZALÁNTA",1,4,1,3,0,2,247,1,NA
"1578","SZALÁNTA-002","SZALÁNTA",2,2,1,1,0,2,247,2,NA
"1579","SZAPORCA-","SZAPORCA",1,1,1,0,1,2,248,1,NA
"1580","SZAVA-","SZAVA",1,2,1,1,0,2,249,1,NA
"1581","SZÁGY-","SZÁGY",1,2,1,1,0,2,250,1,NA
"1582","SZÁSZVÁR-001","SZÁSZVÁR",1,2,1,1,0,2,252,1,NA
"1583","SZÁSZVÁR-002","SZÁSZVÁR",2,1,1,0,1,2,252,2,NA
"1584","SZEBÉNY-","SZEBÉNY",1,2,1,1,0,2,253,1,NA
"1585","SZEMELY-","SZEMELY",1,2,1,1,0,2,256,1,NA
"1586","SZENTDÉNES-","SZENTDÉNES",1,1,0,1,0,2,257,1,NA
"1587","SZENTKATALIN-","SZENTKATALIN",1,1,1,0,1,2,259,1,NA
"1588","SZENTLÕRINC-001","SZENTLÕRINC",1,1,1,0,1,2,261,1,NA
"1589","SZENTLÕRINC-002","SZENTLÕRINC",2,2,1,1,0,2,261,2,NA
"1590","SZENTLÕRINC-003","SZENTLÕRINC",3,1,1,0,1,2,261,3,NA
"1591","SZENTLÕRINC-004","SZENTLÕRINC",4,2,1,1,0,2,261,4,NA
"1592","SZENTLÕRINC-005","SZENTLÕRINC",5,2,1,1,0,2,261,5,NA
"1593","SZENTLÕRINC-006","SZENTLÕRINC",6,1,1,0,1,2,261,6,NA
"1594","SZENTLÕRINC-007","SZENTLÕRINC",7,2,1,1,0,2,261,7,NA
"1595","SZENTLÕRINC-008","SZENTLÕRINC",8,1,1,0,1,2,261,8,NA
"1596","SZÉKELYSZABAR-","SZÉKELYSZABAR",1,1,0,1,0,2,262,1,NA
"1597","SZIGETVÁR-001","SZIGETVÁR",1,4,1,3,0,2,263,1,NA
"1598","SZIGETVÁR-002","SZIGETVÁR",2,2,1,1,0,2,263,2,NA
"1599","SZIGETVÁR-003","SZIGETVÁR",3,2,1,1,0,2,263,3,NA
"1600","SZIGETVÁR-004","SZIGETVÁR",4,2,1,1,0,2,263,4,1
"1601","SZIGETVÁR-005","SZIGETVÁR",5,3,1,2,0,2,263,5,NA
"1602","SZIGETVÁR-006","SZIGETVÁR",6,3,1,2,0,2,263,6,NA
"1603","SZIGETVÁR-007","SZIGETVÁR",7,2,1,1,0,2,263,7,NA
"1604","SZIGETVÁR-008","SZIGETVÁR",8,3,1,2,0,2,263,8,NA
"1605","SZIGETVÁR-009","SZIGETVÁR",9,3,1,2,0,2,263,9,NA
"1606","SZIGETVÁR-010","SZIGETVÁR",10,3,1,2,0,2,263,10,NA
"1607","SZIGETVÁR-011","SZIGETVÁR",11,3,1,2,0,2,263,11,NA
"1608","SZILÁGY-","SZILÁGY",1,1,1,0,1,2,264,1,NA
"1609","SZILVÁS-","SZILVÁS",1,1,0,1,0,2,265,1,NA
"1610","SZÖRÉNY-","SZÖRÉNY",1,2,1,1,0,2,266,1,NA
"1611","SZÕKÉD-","SZÕKÉD",1,1,1,0,1,2,268,1,NA
"1612","SZULIMÁN-","SZULIMÁN",1,1,1,0,1,2,269,1,NA
"1613","TARRÓS-","TARRÓS",1,2,1,1,0,2,271,1,NA
"1614","TEKLAFALU-","TEKLAFALU",1,2,1,1,0,2,272,1,NA
"1615","TENGERI-","TENGERI",1,1,0,1,0,2,273,1,NA
"1616","TÉKES-","TÉKES",1,1,0,1,0,2,274,1,NA
"1617","TÉSENFA-","TÉSENFA",1,1,0,1,0,2,275,1,NA
"1618","TORMÁS-","TORMÁS",1,2,1,1,0,2,277,1,NA
"1619","TÓFÛ-","TÓFÛ",1,1,1,0,1,2,278,1,NA
"1620","TÓTSZENTGYÖRGY-","TÓTSZENTGYÖRGY",1,2,1,1,0,2,279,1,NA
"1621","TÚRONY-","TÚRONY",1,2,1,1,0,2,281,1,NA
"1622","UDVAR-","UDVAR",1,1,1,0,1,2,282,1,NA
"1623","ÚJPETRE-","ÚJPETRE",1,1,1,0,1,2,283,1,NA
"1624","VAJSZLÓ-001","VAJSZLÓ",1,3,1,2,0,2,284,1,NA
"1625","VAJSZLÓ-002","VAJSZLÓ",2,2,1,1,0,2,284,2,NA
"1626","VARGA-","VARGA",1,1,1,0,1,2,285,1,NA
"1627","VÁRAD-","VÁRAD",1,2,1,1,0,2,286,1,NA
"1628","VÁSÁROSBÉC-","VÁSÁROSBÉC",1,2,1,1,0,2,287,1,NA
"1629","VÁSÁROSDOMBÓ-","VÁSÁROSDOMBÓ",1,3,1,2,0,2,288,1,NA
"1630","VÁZSNOK-","VÁZSNOK",1,2,1,1,0,2,289,1,NA
"1631","VEJTI-","VEJTI",1,1,1,0,1,2,290,1,NA
"1632","VERSEND-","VERSEND",1,3,1,0,1,2,292,1,NA
"1633","VÉKÉNY-","VÉKÉNY",1,1,1,0,1,2,293,1,NA
"1634","VÉMÉND-001","VÉMÉND",1,2,1,0,1,2,294,1,NA
"1635","VILLÁNY-001","VILLÁNY",1,2,2,0,1,2,295,1,NA
"1636","VILLÁNY-002","VILLÁNY",2,2,2,0,1,2,295,2,NA
"1637","VILLÁNY-003","VILLÁNY",3,2,2,0,1,2,295,3,NA
"1638","VILLÁNYKÖVESD-","VILLÁNYKÖVESD",1,2,2,0,1,2,296,1,NA
"1639","VOKÁNY-","VOKÁNY",1,2,1,1,0,2,297,1,NA
"1640","ZALÁTA-","ZALÁTA",1,3,1,2,0,2,298,1,NA
"1641","ZÁDOR-","ZÁDOR",1,2,1,1,0,2,299,1,NA
"1642","ZENGÕVÁRKONY-","ZENGÕVÁRKONY",1,1,0,0,1,2,300,1,NA
"1643","ZÓK-","ZÓK",1,1,1,0,1,2,301,1,NA
"1644","AKASZTÓ-001","AKASZTÓ",1,3,2,1,0,3,1,1,NA
"1645","AKASZTÓ-002","AKASZTÓ",2,3,2,1,0,3,1,2,NA
"1646","APOSTAG-001","APOSTAG",1,4,2,2,0,3,2,1,NA
"1647","APOSTAG-002","APOSTAG",2,3,2,1,0,3,2,2,NA
"1648","ÁGASEGYHÁZA-001","ÁGASEGYHÁZA",1,4,2,2,0,3,3,1,NA
"1649","ÁGASEGYHÁZA-002","ÁGASEGYHÁZA",2,4,2,2,0,3,3,2,NA
"1650","BAJA-001","BAJA",1,4,1,3,0,3,4,1,NA
"1651","BAJA-002","BAJA",2,1,0,1,0,3,4,2,NA
"1652","BAJA-003","BAJA",3,3,1,2,0,3,4,3,NA
"1653","BAJA-004","BAJA",4,3,1,2,0,3,4,4,NA
"1654","BAJA-005","BAJA",5,4,1,3,0,3,4,5,NA
"1655","BAJA-006","BAJA",6,1,1,0,1,3,4,6,1
"1656","BAJA-007","BAJA",7,2,1,1,0,3,4,7,NA
"1657","BAJA-008","BAJA",8,3,1,2,0,3,4,8,NA
"1658","BAJA-009","BAJA",9,3,0,3,0,3,4,9,NA
"1659","BAJA-010","BAJA",10,3,1,2,0,3,4,10,NA
"1660","BAJA-011","BAJA",11,3,1,2,0,3,4,11,NA
"1661","BAJA-012","BAJA",12,4,2,2,0,3,4,12,NA
"1662","BAJA-013","BAJA",13,4,1,3,0,3,4,13,NA
"1663","BAJA-014","BAJA",14,4,2,2,0,3,4,14,NA
"1664","BAJA-015","BAJA",15,4,2,2,0,3,4,15,NA
"1665","BAJA-016","BAJA",16,3,1,2,0,3,4,16,NA
"1666","BAJA-017","BAJA",17,3,1,2,0,3,4,17,NA
"1667","BAJA-018","BAJA",18,4,2,2,0,3,4,18,NA
"1668","BAJA-019","BAJA",19,3,1,2,0,3,4,19,NA
"1669","BAJA-020","BAJA",20,2,1,1,0,3,4,20,NA
"1670","BAJA-021","BAJA",21,3,1,2,0,3,4,21,NA
"1671","BAJA-022","BAJA",22,3,1,2,0,3,4,22,NA
"1672","BAJA-023","BAJA",23,3,1,2,0,3,4,23,NA
"1673","BAJA-024","BAJA",24,3,1,2,0,3,4,24,NA
"1674","BAJA-025","BAJA",25,3,1,2,0,3,4,25,NA
"1675","BAJA-026","BAJA",26,3,1,2,0,3,4,26,NA
"1676","BAJA-027","BAJA",27,2,1,1,0,3,4,27,NA
"1677","BAJA-028","BAJA",28,3,1,2,0,3,4,28,NA
"1678","BAJA-029","BAJA",29,3,2,1,0,3,4,29,NA
"1679","BAJA-030","BAJA",30,4,2,2,0,3,4,30,NA
"1680","BAJA-031","BAJA",31,2,1,1,0,3,4,31,NA
"1681","BAJA-032","BAJA",32,2,1,1,0,3,4,32,NA
"1682","BALLÓSZÖG-001","BALLÓSZÖG",1,4,2,2,0,3,5,1,NA
"1683","BALLÓSZÖG-002","BALLÓSZÖG",2,3,2,1,0,3,5,2,NA
"1684","BALLÓSZÖG-003","BALLÓSZÖG",3,3,2,1,0,3,5,3,NA
"1685","BALOTASZÁLLÁS-001","BALOTASZÁLLÁS",1,5,2,3,0,3,6,1,NA
"1686","BALOTASZÁLLÁS-002","BALOTASZÁLLÁS",2,5,2,3,0,3,6,2,NA
"1687","BÁCSALMÁS-001","BÁCSALMÁS",1,4,2,2,0,3,7,1,NA
"1688","BÁCSALMÁS-002","BÁCSALMÁS",2,4,2,2,0,3,7,2,NA
"1689","BÁCSALMÁS-003","BÁCSALMÁS",3,4,2,2,0,3,7,3,NA
"1690","BÁCSALMÁS-004","BÁCSALMÁS",4,4,2,2,0,3,7,4,NA
"1691","BÁCSALMÁS-005","BÁCSALMÁS",5,4,2,2,0,3,7,5,NA
"1692","BÁCSALMÁS-006","BÁCSALMÁS",6,4,2,2,0,3,7,6,NA
"1693","BÁCSBOKOD-001","BÁCSBOKOD",1,4,2,2,0,3,8,1,NA
"1694","BÁCSBOKOD-002","BÁCSBOKOD",2,2,1,1,0,3,8,2,NA
"1695","BÁCSBOKOD-003","BÁCSBOKOD",3,2,1,1,0,3,8,3,NA
"1696","BÁCSBORSÓD-","BÁCSBORSÓD",1,4,1,3,0,3,9,1,NA
"1697","BÁCSSZÕLÕS-","BÁCSSZÕLÕS",1,3,2,1,0,3,11,1,NA
"1698","BÁTMONOSTOR-001","BÁTMONOSTOR",1,2,1,1,0,3,12,1,NA
"1699","BÁTMONOSTOR-002","BÁTMONOSTOR",2,2,1,1,0,3,12,2,NA
"1700","BÁTYA-001","BÁTYA",1,3,2,1,0,3,13,1,NA
"1701","BÁTYA-002","BÁTYA",2,4,2,2,0,3,13,2,NA
"1702","BOROTA-","BOROTA",1,2,1,1,0,3,14,1,NA
"1703","BÓCSA-001","BÓCSA",1,3,1,2,0,3,15,1,NA
"1704","BÓCSA-002","BÓCSA",2,2,1,1,0,3,15,2,NA
"1705","BUGAC-001","BUGAC",1,3,2,1,0,3,16,1,NA
"1706","BUGAC-002","BUGAC",2,3,2,1,0,3,16,2,NA
"1707","BUGAC-004","BUGAC",4,2,1,1,0,3,16,4,NA
"1708","BUGACPUSZTAHÁZA-","BUGACPUSZTAHÁZA",1,4,2,2,0,3,17,1,NA
"1709","CSÁSZÁRTÖLTÉS-001","CSÁSZÁRTÖLTÉS",1,4,2,2,0,3,18,1,NA
"1710","CSÁSZÁRTÖLTÉS-002","CSÁSZÁRTÖLTÉS",2,3,2,1,0,3,18,2,NA
"1711","CSÁSZÁRTÖLTÉS-003","CSÁSZÁRTÖLTÉS",3,3,2,1,0,3,18,3,NA
"1712","CSÁTALJA-001","CSÁTALJA",1,3,1,2,0,3,19,1,NA
"1713","CSÁTALJA-002","CSÁTALJA",2,3,1,2,0,3,19,2,NA
"1714","CSÁVOLY-001","CSÁVOLY",1,2,1,1,0,3,20,1,NA
"1715","CSÁVOLY-002","CSÁVOLY",2,2,1,1,0,3,20,2,NA
"1716","CSENGÕD-001","CSENGÕD",1,3,2,1,0,3,21,1,NA
"1717","CSENGÕD-002","CSENGÕD",2,5,2,3,0,3,21,2,NA
"1718","CSIKÉRIA-","CSIKÉRIA",1,5,3,2,0,3,22,1,NA
"1719","CSÓLYOSPÁLOS-001","CSÓLYOSPÁLOS",1,2,2,0,1,3,23,1,NA
"1720","CSÓLYOSPÁLOS-002","CSÓLYOSPÁLOS",2,2,2,0,1,3,23,2,NA
"1721","DÁVOD-001","DÁVOD",1,3,1,2,0,3,24,1,NA
"1722","DÁVOD-002","DÁVOD",2,3,1,2,0,3,24,2,NA
"1723","DÁVOD-003","DÁVOD",3,1,1,0,1,3,24,3,NA
"1724","DRÁGSZÉL-","DRÁGSZÉL",1,3,2,1,0,3,25,1,NA
"1725","DUNAEGYHÁZA-001","DUNAEGYHÁZA",1,3,2,1,0,3,26,1,NA
"1726","DUNAEGYHÁZA-002","DUNAEGYHÁZA",2,4,2,2,0,3,26,2,NA
"1727","DUNAFALVA-","DUNAFALVA",1,4,1,3,0,3,27,1,NA
"1728","DUNAPATAJ-001","DUNAPATAJ",1,5,2,3,0,3,28,1,NA
"1729","DUNAPATAJ-002","DUNAPATAJ",2,4,2,2,0,3,28,2,NA
"1730","DUNAPATAJ-003","DUNAPATAJ",3,4,2,2,0,3,28,3,NA
"1731","DUNASZENTBENEDEK-","DUNASZENTBENEDEK",1,4,2,2,0,3,29,1,NA
"1732","DUNATETÉTLEN-","DUNATETÉTLEN",1,4,2,2,0,3,30,1,NA
"1733","DUNAVECSE-001","DUNAVECSE",1,4,2,2,0,3,31,1,NA
"1734","DUNAVECSE-002","DUNAVECSE",2,4,2,2,0,3,31,2,NA
"1735","DUNAVECSE-003","DUNAVECSE",3,4,2,2,0,3,31,3,NA
"1736","DUNAVECSE-004","DUNAVECSE",4,5,2,3,0,3,31,4,NA
"1737","DUSNOK-001","DUSNOK",1,2,1,1,0,3,32,1,NA
"1738","DUSNOK-002","DUSNOK",2,3,1,2,0,3,32,2,NA
"1739","DUSNOK-003","DUSNOK",3,2,1,1,0,3,32,3,NA
"1740","ÉRSEKCSANÁD-001","ÉRSEKCSANÁD",1,2,1,1,0,3,33,1,NA
"1741","ÉRSEKCSANÁD-002","ÉRSEKCSANÁD",2,2,1,1,0,3,33,2,NA
"1742","ÉRSEKHALMA-","ÉRSEKHALMA",1,2,1,1,0,3,34,1,NA
"1743","FAJSZ-001","FAJSZ",1,2,1,1,0,3,35,1,NA
"1744","FAJSZ-002","FAJSZ",2,2,1,1,0,3,35,2,NA
"1745","FELSÕLAJOS-","FELSÕLAJOS",1,3,2,1,0,3,36,1,NA
"1746","FELSÕSZENTIVÁN-001","FELSÕSZENTIVÁN",1,2,1,1,0,3,37,1,NA
"1747","FELSÕSZENTIVÁN-002","FELSÕSZENTIVÁN",2,1,1,0,1,3,37,2,NA
"1748","FOKTÕ-001","FOKTÕ",1,5,2,3,0,3,38,1,NA
"1749","FOKTÕ-002","FOKTÕ",2,5,2,3,0,3,38,2,NA
"1750","FÜLÖPHÁZA-","FÜLÖPHÁZA",1,4,2,2,0,3,39,1,NA
"1751","FÜLÖPJAKAB-","FÜLÖPJAKAB",1,3,1,2,0,3,40,1,NA
"1752","FÜLÖPSZÁLLÁS-001","FÜLÖPSZÁLLÁS",1,4,2,2,0,3,41,1,NA
"1753","FÜLÖPSZÁLLÁS-002","FÜLÖPSZÁLLÁS",2,5,2,3,0,3,41,2,NA
"1754","GARA-001","GARA",1,3,1,2,0,3,42,1,NA
"1755","GARA-002","GARA",2,3,1,2,0,3,42,2,NA
"1756","GÁTÉR-","GÁTÉR",1,4,1,3,0,3,43,1,NA
"1757","GÉDERLAK-","GÉDERLAK",1,5,2,3,0,3,44,1,NA
"1758","HAJÓS-001","HAJÓS",1,2,1,1,0,3,45,1,NA
"1759","HAJÓS-002","HAJÓS",2,3,1,2,0,3,45,2,NA
"1760","HAJÓS-003","HAJÓS",3,2,1,1,0,3,45,3,NA
"1761","HARKAKÖTÖNY-","HARKAKÖTÖNY",1,4,2,2,0,3,46,1,NA
"1762","HARTA-001","HARTA",1,4,2,2,0,3,47,1,NA
"1763","HARTA-002","HARTA",2,3,2,1,0,3,47,2,NA
"1764","HARTA-003","HARTA",3,5,2,3,0,3,47,3,NA
"1765","HARTA-004","HARTA",4,2,2,0,1,3,47,4,NA
"1766","HARTA-005","HARTA",5,3,2,1,0,3,47,5,NA
"1767","HELVÉCIA-001","HELVÉCIA",1,2,1,1,0,3,48,1,NA
"1768","HELVÉCIA-002","HELVÉCIA",2,2,1,1,0,3,48,2,NA
"1769","HELVÉCIA-003","HELVÉCIA",3,3,2,1,0,3,48,3,NA
"1770","HERCEGSZÁNTÓ-001","HERCEGSZÁNTÓ",1,2,1,1,0,3,49,1,NA
"1771","HERCEGSZÁNTÓ-002","HERCEGSZÁNTÓ",2,1,0,1,0,3,49,2,NA
"1772","HOMOKMÉGY-001","HOMOKMÉGY",1,3,2,1,0,3,50,1,NA
"1773","HOMOKMÉGY-002","HOMOKMÉGY",2,2,2,0,1,3,50,2,NA
"1774","HOMOKMÉGY-003","HOMOKMÉGY",3,3,2,1,0,3,50,3,NA
"1775","HOMOKMÉGY-004","HOMOKMÉGY",4,2,1,1,0,3,50,4,NA
"1776","IMREHEGY-","IMREHEGY",1,3,1,2,0,3,51,1,NA
"1777","IZSÁK-001","IZSÁK",1,3,2,1,0,3,52,1,NA
"1778","IZSÁK-002","IZSÁK",2,3,1,2,0,3,52,2,NA
"1779","IZSÁK-003","IZSÁK",3,3,1,2,0,3,52,3,NA
"1780","IZSÁK-004","IZSÁK",4,4,1,3,0,3,52,4,NA
"1781","IZSÁK-005","IZSÁK",5,4,2,2,0,3,52,5,NA
"1782","IZSÁK-006","IZSÁK",6,1,1,0,1,3,52,6,NA
"1783","JAKABSZÁLLÁS-001","JAKABSZÁLLÁS",1,2,2,0,1,3,53,1,NA
"1784","JAKABSZÁLLÁS-002","JAKABSZÁLLÁS",2,2,2,0,1,3,53,2,NA
"1785","JÁNOSHALMA-001","JÁNOSHALMA",1,5,2,3,0,3,54,1,NA
"1786","JÁNOSHALMA-002","JÁNOSHALMA",2,5,2,3,0,3,54,2,NA
"1787","JÁNOSHALMA-003","JÁNOSHALMA",3,6,2,4,0,3,54,3,NA
"1788","JÁNOSHALMA-004","JÁNOSHALMA",4,6,2,4,0,3,54,4,NA
"1789","JÁNOSHALMA-005","JÁNOSHALMA",5,5,2,3,0,3,54,5,NA
"1790","JÁNOSHALMA-006","JÁNOSHALMA",6,5,2,3,0,3,54,6,NA
"1791","JÁNOSHALMA-007","JÁNOSHALMA",7,5,2,3,0,3,54,7,NA
"1792","JÁNOSHALMA-008","JÁNOSHALMA",8,5,2,3,0,3,54,8,NA
"1793","JÁSZSZENTLÁSZLÓ-001","JÁSZSZENTLÁSZLÓ",1,3,2,1,0,3,55,1,NA
"1794","JÁSZSZENTLÁSZLÓ-002","JÁSZSZENTLÁSZLÓ",2,3,2,1,0,3,55,2,NA
"1795","KALOCSA-001","KALOCSA",1,6,3,3,0,3,56,1,NA
"1796","KALOCSA-002","KALOCSA",2,5,2,3,0,3,56,2,NA
"1797","KALOCSA-003","KALOCSA",3,5,2,3,0,3,56,3,1
"1798","KALOCSA-004","KALOCSA",4,5,2,3,0,3,56,4,NA
"1799","KALOCSA-005","KALOCSA",5,4,2,2,0,3,56,5,NA
"1800","KALOCSA-006","KALOCSA",6,4,2,2,0,3,56,6,NA
"1801","KALOCSA-007","KALOCSA",7,5,3,2,0,3,56,7,NA
"1802","KALOCSA-008","KALOCSA",8,5,2,3,0,3,56,8,NA
"1803","KALOCSA-009","KALOCSA",9,5,2,3,0,3,56,9,NA
"1804","KALOCSA-010","KALOCSA",10,4,2,2,0,3,56,10,NA
"1805","KALOCSA-011","KALOCSA",11,4,2,2,0,3,56,11,NA
"1806","KALOCSA-012","KALOCSA",12,4,2,2,0,3,56,12,NA
"1807","KALOCSA-013","KALOCSA",13,4,2,2,0,3,56,13,NA
"1808","KALOCSA-014","KALOCSA",14,5,2,3,0,3,56,14,NA
"1809","KALOCSA-015","KALOCSA",15,5,2,3,0,3,56,15,NA
"1810","KALOCSA-016","KALOCSA",16,5,2,3,0,3,56,16,NA
"1811","KALOCSA-017","KALOCSA",17,3,2,1,0,3,56,17,NA
"1812","KASKANTYÚ-","KASKANTYÚ",1,4,2,2,0,3,57,1,NA
"1813","KATYMÁR-001","KATYMÁR",1,2,1,1,0,3,58,1,NA
"1814","KATYMÁR-002","KATYMÁR",2,2,1,1,0,3,58,2,NA
"1815","KECEL-001","KECEL",1,5,2,3,0,3,59,1,NA
"1816","KECEL-002","KECEL",2,4,2,2,0,3,59,2,NA
"1817","KECEL-003","KECEL",3,5,2,3,0,3,59,3,NA
"1818","KECEL-004","KECEL",4,5,2,3,0,3,59,4,NA
"1819","KECEL-005","KECEL",5,5,2,3,0,3,59,5,NA
"1820","KECEL-006","KECEL",6,4,2,2,0,3,59,6,NA
"1821","KECEL-007","KECEL",7,4,2,2,0,3,59,7,NA
"1822","KECEL-008","KECEL",8,6,3,3,0,3,59,8,NA
"1823","KECSKEMÉT-001","KECSKEMÉT",1,4,2,2,0,3,60,1,1
"1824","KECSKEMÉT-002","KECSKEMÉT",2,4,2,2,0,3,60,2,1
"1825","KECSKEMÉT-003","KECSKEMÉT",3,5,2,3,0,3,60,3,NA
"1826","KECSKEMÉT-004","KECSKEMÉT",4,4,2,2,0,3,60,4,NA
"1827","KECSKEMÉT-005","KECSKEMÉT",5,4,2,2,0,3,60,5,NA
"1828","KECSKEMÉT-006","KECSKEMÉT",6,4,2,2,0,3,60,6,NA
"1829","KECSKEMÉT-007","KECSKEMÉT",7,4,2,2,0,3,60,7,NA
"1830","KECSKEMÉT-008","KECSKEMÉT",8,4,2,2,0,3,60,8,NA
"1831","KECSKEMÉT-009","KECSKEMÉT",9,4,2,2,0,3,60,9,NA
"1832","KECSKEMÉT-010","KECSKEMÉT",10,4,2,2,0,3,60,10,NA
"1833","KECSKEMÉT-011","KECSKEMÉT",11,3,2,1,0,3,60,11,NA
"1834","KECSKEMÉT-012","KECSKEMÉT",12,4,2,2,0,3,60,12,NA
"1835","KECSKEMÉT-013","KECSKEMÉT",13,3,1,2,0,3,60,13,NA
"1836","KECSKEMÉT-014","KECSKEMÉT",14,4,2,2,0,3,60,14,NA
