"","MEGYE","OEVK","SZEKHELY","AE","BE","CE","EE","FE","IE","JE","JE_pct","KE","ME","ME_pct","NE","ERVTL_LST","ERV_LST","FIDESZ_egy","JOBBIK_egy","MSZP_egy","DK_egy","LMP_egy","MOMENTUM_egy","EGYUTT_egy","MKKP_egy","FUGGETLEN_egy","MAS_egy","FIDESZ_egy_pct","JOBBIK_egy_pct","MSZP_egy_pct","DK_egy_pct","LMP_egy_pct","MOMENTUM_egy_pct","EGYUTT_egy_pct","MKKP_egy_pct","FUGGETLEN_egy_pct","MAS_egy_pct","FIDESZ_lst","JOBBIK_lst","MSZP_lst","DK_lst","LMP_lst","MOMENTUM_lst","EGYUTT_lst","MKKP_lst","FUGGETLEN_lst","MAS_lst","FIDESZ_lst_pct","JOBBIK_lst_pct","MSZP_lst_pct","DK_lst_pct","LMP_lst_pct","MOMENTUM_lst_pct","EGYUTT_lst_pct","MKKP_lst_pct","FUGGETLEN_lst_pct","MAS_lst_pct","FIDESZ_egy_jlt","JOBBIK_egy_jlt","MSZP_egy_jlt","DK_egy_jlt","LMP_egy_jlt","MOMENTUM_egy_jlt","EGYUTT_egy_jlt","MKKP_egy_jlt","FUGGETLEN_egy_jlt","MAS_egy_jlt","winner","FE_pct","LEFTLIB_OPP_lst_pct","LEFTLIB_OPP_egy_pct","LEFTLIB_OPP_lst","LEFTLIB_OPP_egy","FIDESZ_dev_lst_egy","JOBBIK_dev_lst_egy","LEFTLIB_OPP_dev_lst_egy","FIDESZ_dev_lst_egy_vts","JOBBIK_dev_lst_egy_vts","LEFTLIB_OPP_dev_lst_egy_vts"
"52","GYÕR–MOSON–SOPRON",4,"Sopron",73555,1845,371,75771,55264,2048,57312,75.64,57240,415,0.73,56825,382,56005,30936,10301,9558,NA,2545,1824,NA,1167,NA,494,0.544408271007479,0.181275846898372,0.168200615926089,NA,0.0447866256049274,0.0320985481742191,NA,0.020536735591729,NA,0.00869335679718434,30350,8982,6657,2250,3818,2046,191,1105,NA,606,0.541915900366039,0.160378537630569,0.118864387108294,0.040174984376395,0.0681724845995893,0.0365324524596018,0.00341040978484064,0.0197303812159629,NA,0.010820462458709,"Barcza Attila","Dr. Brenner Koloman","Póczik Roland",NA,"Szakács Gyula","Supka-Kovácsné Holzhofer Tünde",NA,"Tichy-Rács József",NA,NA,"FIDESZ_egy",0.75132893752974,0.267154718328721,0.245085789705235,14962,13927,0.00249237064144037,0.0208973092678035,-0.0220689286234853,586,1319,-1035
"53","GYÕR–MOSON–SOPRON",5,"Mosonmagyaróvár",74170,1323,263,75756,52242,1451,53693,70.88,53590,660,1.23,52930,628,52344,29033,13823,5246,NA,2771,NA,215,912,NA,930,0.54851690912526,0.261156244095976,0.0991120347628944,NA,0.0523521632344606,NA,0.00406196863782354,0.0172303041753259,NA,0.01757037596826,27928,10060,4931,2437,3813,1236,224,1041,NA,674,0.533547302460645,0.192190126853125,0.0942037291762189,0.0465573895766468,0.07284502521779,0.0236130215497478,0.00427938254623261,0.0198876662081614,NA,0.0128763564114321,"Dr. Nagy István","Jávor Miklós","Bogyai Zsolt",NA,"Goda Bálint Zsolt",NA,"Deschelak Károly Ferenc","Nagy Péter Krisztián",NA,NA,"FIDESZ_egy",0.70435486045571,0.241498548066636,0.155526166635179,12641,8232,0.0149696066646148,0.0689661172428503,-0.0859723814314575,1105,3763,-4409
"54","HAJDÚ–BIHAR",1,"Debrecen",66609,2273,641,69523,47372,2657,50029,71.96,49935,437,0.88,49498,271,49646,23441,7531,13648,NA,2597,1459,0,NA,NA,822,0.47357468988646,0.152147561517637,0.275728312255041,NA,0.0524667663339933,0.0294759384217544,0,NA,NA,0.0166067315851146,23332,8359,6426,2724,4438,2170,349,1176,NA,672,0.469967368972324,0.168372074285945,0.129436409781251,0.0548684687588124,0.08939290174435,0.043709462998026,0.00702977077710188,0.0236877089795754,NA,0.0135358337026145,"Kósa Lajos","Herpergel Róbert","Gulyásné Dr. Gurmai Zita",NA,"Murguly Mátyás","Horváth Zoltán","Dr. Szegedi István",NA,NA,NA,"FIDESZ_egy",0.711195183834016,0.324437014059542,0.357671017010788,16107,17704,0.00360732091413601,-0.0162245127683074,0.0332340029512468,109,-828,1597
"55","HAJDÚ–BIHAR",2,"Debrecen",72014,2124,551,74689,48113,2427,50540,67.67,50489,422,0.84,50067,292,50133,24731,12723,NA,6002,2992,1347,533,1031,NA,708,0.493958096151157,0.254119479896938,NA,0.119879361655382,0.0597599217049154,0.0269039487087303,0.0106457347154813,0.0205924061757245,NA,0.0141410509916712,24136,9726,5227,2961,3942,2010,366,1055,NA,710,0.481439371272415,0.194003949494345,0.104262661320886,0.0590628927054036,0.0786308419603854,0.0400933516845192,0.00730058045598707,0.0210440228990884,NA,0.0141623282069695,"Dr. Pósán László","Kõszeghy Ábel",NA,"Varga Zoltán","Görög Jenõ","Mándi László","Dr. Orosz Tamás","Szabados István",NA,NA,"FIDESZ_egy",0.668106201571917,0.289350328127182,0.217188966784509,14506,10874,0.0125187248787421,0.0601155304025931,-0.0721613613426729,595,2997,-3632
"56","HAJDÚ–BIHAR",3,"Debrecen",75785,1630,355,77770,47177,1760,48937,62.93,48869,760,1.56,48109,741,48012,27979,12249,NA,3654,1942,639,690,NA,NA,956,0.581575173044545,0.254609324658588,NA,0.0759525244756698,0.0403666673595377,0.0132823380240703,0.0143424307302168,NA,NA,0.0198715417073728,26687,9977,4207,1825,2658,1064,273,655,NA,666,0.555840206615013,0.207802216112638,0.0876239273514955,0.0380113305007082,0.0553611597100725,0.0221611263850704,0.0056860784803799,0.0136424227276514,NA,0.0138715321169708,"Tasó László","Csikai József",NA,"Káposznyák István","Kiss Tamás Péter","Lakatos Árpád","Kosztin Mihály",NA,NA,NA,"FIDESZ_egy",0.622511050999538,0.208843622427726,0.143943960589495,10027,6925,0.0257349664295318,0.0468071085459493,-0.0648996618382317,1292,2272,-3102
"57","HAJDÚ–BIHAR",4,"Berettyóújfalu",67129,1718,221,69068,41633,1755,43388,62.82,43355,464,1.07,42891,369,42494,23630,12938,4210,NA,1125,343,NA,NA,NA,645,0.550931430836306,0.301648364458744,0.0981557902590287,NA,0.0262292788696929,0.00799701569093749,NA,NA,NA,0.0150381198852906,23772,9915,3872,1534,1703,563,105,431,NA,599,0.559420153433426,0.233327057937591,0.0911187461759307,0.0360992140066833,0.040076246058267,0.0132489292606015,0.0024709370734692,0.0101426083682402,NA,0.0140961076857909,"Dr. Vitányi István","Keresztesy Gergõ","Lencsésné Gál Mária",NA,"Dr. Majoros Imre","Buzinkay György",NA,NA,NA,NA,"FIDESZ_egy",0.620193954922612,0.183014072574952,0.132382084819659,7777,5678,-0.00848872259711986,0.0683213065211531,-0.0506319877552926,-142,3023,-2099
"58","HAJDÚ–BIHAR",5,"Hajdúszoboszló",69040,1739,290,71069,44230,1832,46062,64.81,46042,592,1.29,45450,427,45479,23444,13542,5111,NA,1571,574,91,NA,NA,1117,0.515819581958196,0.297953795379538,0.112453245324532,NA,0.0345654565456546,0.0126292629262926,0.002002200220022,NA,NA,0.0245764576457646,23522,10953,5057,1610,2142,927,143,507,NA,618,0.517205743310099,0.24083643000066,0.111194177532488,0.0354009542865938,0.0470986609204248,0.0203830339277469,0.00314430836210119,0.0111480023747224,NA,0.0135886892851646,"Bodó Sándor","Rigán István","Dede Tamás",NA,"Radics Péter","Kovács Imre Krisztián","Szemõk Zoltán",NA,NA,NA,"FIDESZ_egy",0.640643105446118,0.217221135029354,0.161650165016502,9879,7347,-0.00138616135190339,0.0571173653788783,-0.0555709700128526,-78,2589,-2532
"59","HAJDÚ–BIHAR",6,"Hajdúböszörmény",69360,1522,247,71129,43886,1607,45493,63.96,45456,800,1.76,44656,893,44407,21843,12227,7914,NA,1333,483,NA,NA,NA,856,0.489139197420279,0.273804192045862,0.177221426012182,NA,0.0298504120386958,0.0108160157649588,NA,NA,NA,0.0191687567180222,22427,10898,5348,1288,2290,861,119,499,NA,677,0.505032990294323,0.245411759407301,0.120431463508006,0.0290044362375301,0.0515684464161056,0.0193888350935663,0.00267975769585876,0.0112369671448195,NA,0.0152453442024906,"Dr. Tiba István","Demeter Pál","Csige Tamás",NA,"Tóth Tamás","Kovács Roland",NA,NA,NA,NA,"FIDESZ_egy",0.632727797001153,0.223072938951066,0.217887853815837,9906,9730,-0.0158937928740435,0.0283924326385611,-0.00518508513522967,-584,1329,-176
"60","HEVES",1,"Eger",80189,2688,568,83445,56600,2959,59559,71.38,59502,558,0.94,58944,365,58994,27374,23115,NA,3987,1914,0,NA,664,NA,1890,0.464406894679696,0.392151872964169,NA,0.0676404723127036,0.0324714983713355,0,NA,0.0112649294245385,NA,0.032064332247557,28212,13891,6437,3284,3752,1535,224,1001,NA,658,0.478218123877004,0.235464623521036,0.109112791131301,0.0556666779672509,0.063599688103875,0.0260195952130725,0.00379699630470895,0.0169678272366681,NA,0.0111536766450826,"Nyitrai Zsolt","Mirkóczki Ádám",NA,"Kertészné Kormos Noémi","Komlósi Csaba","Tóth Zoltán",NA,"Várady Zoltán",NA,NA,"FIDESZ_egy",0.705832470787764,0.258195748720209,0.100111970684039,15232,5901,-0.0138112291973085,0.156687249443133,-0.15808377803617,-838,9224,-9331
"61","HEVES",2,"Gyöngyös",76608,2168,392,79168,54249,2350,56599,71.49,56567,820,1.45,55747,691,55470,25729,23379,4632,NA,1260,NA,191,NA,NA,556,0.461531562236533,0.419376827452598,0.0830896729868872,NA,0.0226021131181947,NA,0.00342619333775809,NA,NA,0.00997363086802877,25046,17626,5257,2842,2345,960,179,602,NA,613,0.451523345952767,0.317757346313323,0.0947719488011538,0.051234901748693,0.0422751036596358,0.0173066522444565,0.00322696953308094,0.0108527131782946,NA,0.0110510185685956,"Horváth László","Vona Gábor","Orosz Bálint János",NA,"Reichenberger János Gyula",NA,"Réz Ágnes",NA,NA,NA,"FIDESZ_egy",0.708137531328321,0.20881557598702,0.10911797944284,11583,6083,0.0100082162837656,0.101619481139276,-0.09969759654418,683,5753,-5500
"62","HEVES",3,"Hatvan",79465,1742,268,81475,53451,1805,55256,67.82,55203,571,1.03,54632,572,54478,27726,19219,4755,NA,1703,547,NA,NA,NA,682,0.507504759115537,0.351790159613413,0.0870369014496998,NA,0.0311722067652658,0.0100124469175575,NA,NA,NA,0.0124835261385269,26940,15126,5319,2459,2313,941,123,588,NA,669,0.494511545945152,0.277653364660964,0.0976357428686809,0.0451374866918756,0.0424575057821506,0.0172730276441866,0.00225779213627519,0.0107933477734131,NA,0.0122801864973017,"Szabó Zsolt","Sneider Tamás","Tóth Norbert",NA,"Tóth Norbert","Déri Tibor",NA,NA,NA,NA,"FIDESZ_egy",0.67263575158875,0.204761555123169,0.128221555132523,11155,7005,0.0129932131703845,0.0741367949524493,-0.0765399999906459,786,4093,-4150
"63","JÁSZ–NAGYKUN–SZOLNOK",1,"Szolnok",77680,2453,538,80671,53955,2717,56672,70.25,56637,410,0.72,56227,465,56113,23665,19746,8520,NA,2028,863,NA,NA,NA,1405,0.420883205577392,0.351183595069984,0.151528625037793,NA,0.0360680811709677,0.015348498052537,NA,NA,NA,0.0249879950913262,23338,14495,7911,3081,3654,1565,234,887,NA,948,0.415910751519256,0.258318036818563,0.140983372836954,0.0549070625345285,0.0651185999679219,0.0278901502325664,0.00417015664819204,0.0158073886621638,NA,0.0168944807798549,"Dr. Kállai Mária","Dr. Csikós Attila","Györfi Mihály",NA,"Dr. Kelemen István","Szekeres Éva",NA,NA,NA,NA,"FIDESZ_egy",0.694580329557158,0.293069342220163,0.202945204261298,16445,11411,0.00497245405813584,0.0928655582514216,-0.0901241379588649,327,5251,-5034
"64","JÁSZ–NAGYKUN–SZOLNOK",2,"Jászberény",71104,1500,235,72839,47033,1564,48597,66.72,48560,625,1.29,47935,498,47821,24549,16057,NA,3893,2035,298,105,372,NA,626,0.512131010743715,0.334974444560342,NA,0.0812141441535413,0.0424533222071555,0.00621675185146553,0.00219046625638886,0.00776050902263482,NA,0.0130593512047564,25034,12192,4211,1808,2383,965,153,521,NA,554,0.523493862529014,0.25495075385291,0.0880575479391899,0.0378076577235942,0.0498316639133435,0.0201794190836662,0.00319943121222894,0.0108947951736685,NA,0.0115848685723845,"Pócs János","Budai Lóránt",NA,"Dr. Gedei József","Eszes Béla","Pálffy István","Urbán Imre","Csinger Marianna",NA,NA,"FIDESZ_egy",0.661467709270927,0.199075719872023,0.132074684468551,9520,6331,-0.0113628517852989,0.0800236907074323,-0.0670010354034715,-485,3865,-3189
"65","JÁSZ–NAGYKUN–SZOLNOK",3,"Karcag",75608,2427,289,78324,47498,2472,49970,63.8,49906,915,1.83,48991,906,48864,27086,16128,NA,2663,1685,442,NA,NA,NA,987,0.552877059051663,0.329203323059337,NA,0.0543569227000878,0.0343940723806413,0.00902206527729583,NA,NA,NA,0.0201465575309751,27072,11950,4024,1750,2005,714,139,503,NA,707,0.554027504911591,0.244556319580878,0.0823510150622135,0.0358136869679109,0.0410322527832351,0.0146119842829077,0.00284462999345121,0.0102938768827767,NA,0.014468729535036,"Kovács Sándor","Dr. Lukács László György",NA,"Bodó Jánosné","Sallai Róbert Benedek","Mikle Richárd",NA,NA,NA,NA,"FIDESZ_egy",0.628213945614221,0.176653569089718,0.097773060358025,8632,4790,-0.00115044585992885,0.0846470034784599,-0.0788805087316935,14,4178,-3842
"66","JÁSZ–NAGYKUN–SZOLNOK",4,"Törökszentmiklós",74043,2047,278,76368,47230,2113,49343,64.61,49303,844,1.71,48459,918,48078,21668,19760,4668,NA,1119,350,NA,NA,NA,894,0.447140881982707,0.407767390990322,0.096328855320993,NA,0.0230916857549681,0.00722260054891764,NA,NA,NA,0.0184485854020925,22219,14509,5097,1890,2161,705,124,637,NA,736,0.462144847955406,0.301780440118141,0.106015225258954,0.0393111194309247,0.044947793169433,0.0146636715337576,0.00257914222721411,0.013249303215608,NA,0.0153084570905612,"Boldog István","Csányi Tamás","Rózsa Endre",NA,"Ecseki Virág","Matisz Károly",NA,NA,NA,NA,"FIDESZ_egy",0.637872587550477,0.207516951620284,0.126643141624879,9977,6137,-0.0150039659726988,0.10598695087218,-0.0808738099954049,-551,5251,-3840
"67","KOMÁROM–ESZTERGOM",1,"Tatabánya",79016,1569,504,81089,55064,1903,56967,70.25,56897,346,0.61,56551,341,56243,25128,11071,15192,NA,2440,785,NA,985,NA,950,0.444342275114498,0.195770189740234,0.268642464324238,NA,0.0431468939541299,0.0138812753090131,NA,0.017417905960991,NA,0.0167989955968948,22689,12359,8454,3883,4790,1782,303,1219,NA,764,0.403410202158491,0.219742901338833,0.150312038831499,0.0690397027185605,0.0851661540102768,0.0316839428906708,0.00538733709083797,0.0216738082961435,NA,0.0135839126646872,"Bencsik János","Boda Bánk László","Fekete Miklós",NA,"Körtvélyfáy Menyhért","Novák László",NA,"Barna Alexandra",NA,NA,"FIDESZ_egy",0.696871519692214,0.341589175541845,0.325670633587381,19212,18417,0.0409320729560076,-0.0239727115985988,-0.0159185419544639,2439,-1288,-795
"68","KOMÁROM–ESZTERGOM",2,"Esztergom",80712,1665,499,82876,56339,1947,58286,70.33,58239,426,0.73,57813,417,56892,26137,19834,NA,6474,2657,NA,NA,958,NA,1753,0.452095549443897,0.343071627488627,NA,0.111981734212028,0.0459585214398146,NA,NA,0.0165706674969298,NA,0.0303218999187034,25219,14897,5104,3924,4101,1433,206,1210,NA,798,0.443278492582437,0.26184700836673,0.0897138437741686,0.0689727905505168,0.0720839485340645,0.0251880756521128,0.00362089573226464,0.0212683681361176,NA,0.0140265766715883,"Dr. Völner Pál","Nunkovics Tibor",NA,"Dr. Vadai Ágnes","Dr. Munkácsy Béla Attila",NA,NA,"Papp László",NA,NA,"FIDESZ_egy",0.698025076816335,0.259579554243127,0.157940255651843,14768,9131,0.00881705686145978,0.0812246191218972,-0.101639298591284,918,4937,-5637
"69","KOMÁROM–ESZTERGOM",3,"Komárom",81589,1630,322,83541,56093,1762,57855,69.25,57815,467,0.81,57348,511,56786,29241,15258,7127,NA,2827,1363,NA,974,NA,558,0.509887005649718,0.26605984515589,0.124276347911,NA,0.049295529050708,0.0237671758387389,NA,0.0169840273418428,NA,0.00973006905210295,28508,12263,5855,3257,3655,1356,167,1011,NA,714,0.502025147043285,0.215951114711373,0.103106399464657,0.0573556862606981,0.0643644560278942,0.0238791251364773,0.00294086570633607,0.0178036840066213,NA,0.0125735216426584,"Czunyiné Dr. Bertalan Judit","Tóth Endre","Sólyom Jöran",NA,"Talabér Gábor","Lakatos Béla",NA,"Velki Dávid",NA,NA,"FIDESZ_egy",0.687506894311733,0.251646532596062,0.197339052800446,14290,11317,0.00786185860643229,0.0501087304445179,-0.054307479795616,733,2995,-2973
"70","NÓGRÁD",1,"Salgótarján",76438,2345,374,79157,50243,2471,52714,66.59,52660,669,1.27,51991,485,51599,24611,11553,NA,4636,8478,320,221,445,NA,1727,0.473370391029217,0.222211536612106,NA,0.0891692792983401,0.163066684618492,0.00615491142697775,0.00425073570425651,0.00855917370314093,NA,0.0332172876074705,24973,11077,7405,2914,2905,739,183,598,NA,805,0.483982247717979,0.21467470299812,0.143510533149867,0.0564739626736952,0.056299540688773,0.0143219829841664,0.0035465803600845,0.0115893718870521,NA,0.0156010775402624,"Dr. Becsó Károly","Cseresznyés István",NA,"Kovács Zsolt","Dömsödi Gábor","Tóth Csaba","Nógrádi Nóra","Betes Mona",NA,NA,"FIDESZ_egy",0.657303958763966,0.274152599856586,0.262641611048066,14146,13655,-0.0106118566887625,0.00753683361398583,-0.0115109888085204,-362,476,-491
"71","NÓGRÁD",2,"Balassagyarmat",78022,2380,348,80750,53047,2479,55526,68.76,55436,602,1.09,54834,806,53453,29754,15062,6776,NA,2095,NA,NA,NA,NA,1147,0.542619542619543,0.274683590473064,0.123572965678229,NA,0.0382062224167487,NA,NA,NA,NA,0.0209176788124157,29093,11581,5626,2148,2453,870,160,616,NA,906,0.544272538491759,0.216657624455129,0.105251342300713,0.0401848352758498,0.0458907825566385,0.0162759807681515,0.00299328381943015,0.0115241427048061,NA,0.0169494696275232,"Balla Mihály","Dobrocsi Lénárd","Csukáné Szerémy Andrea",NA,"Gyenes Szilárd",NA,NA,NA,NA,NA,"FIDESZ_egy",0.679897977493527,0.210596224720783,0.161779188094978,11257,8871,-0.00165299587221657,0.0580259660179354,-0.0488170366258052,661,3481,-2386
"72","PEST",1,"Érd",80577,1529,779,82885,60130,2061,62191,75.03,62119,417,0.67,61702,495,61055,26987,8014,21888,NA,2264,1035,NA,1146,NA,368,0.437376422158115,0.129882337687595,0.35473728566335,NA,0.0366924897085994,0.0167741726362192,NA,0.0185731418754659,NA,0.00596415027065573,26472,10699,9781,3595,5443,2492,543,1461,NA,569,0.43357628367865,0.175235443452625,0.160199819834575,0.0588813364998772,0.0891491278355581,0.0408156580132667,0.00889362050610106,0.0239292441241504,NA,0.00931946605519613,"Aradszki András","Vágó Sebestyén","Dr. Csõzik László",NA,"Turcsán Szabolcs","Gál Alex",NA,"Szécsi Barbara",NA,NA,"FIDESZ_egy",0.746242724350621,0.357939562689378,0.408203948008168,21854,25187,0.00380013847946437,-0.0453531057650295,0.0502643853187899,515,-2685,3333
"73","PEST",2,"Budakeszi",87203,1745,1308,90256,68275,2763,71038,78.71,70861,650,0.92,70211,816,68033,30990,5923,NA,NA,30694,0,NA,1544,NA,1060,0.441383828744784,0.0843600005697113,NA,NA,0.437167965133669,0,NA,0.0219908561336543,NA,0.0150973494181823,30189,8599,7790,3912,10974,3474,685,1844,NA,566,0.443740537680243,0.126394543824321,0.114503255772934,0.0575015066217865,0.161304073023386,0.051063454500022,0.0100686431584672,0.027104493407611,NA,0.00831949201122984,"Csenger-Zalán Zsolt","Császárné Kollár Tímea Annamária",NA,NA,"Dr. Szél Bernadett","Szemzõ Áron",NA,"Betlehem Csaba",NA,NA,"FIDESZ_egy",0.782943247365343,0.394440933076595,0.437167965133669,26835,30694,-0.00235670893545981,-0.0420345432546093,0.0427270320570733,801,-2676,3859
"74","PEST",3,"Szentendre",85287,1759,1024,88070,64696,2539,67235,76.34,67149,546,0.81,66603,480,65147,30711,11624,NA,12852,4706,1469,2044,1827,NA,1370,0.461105355614612,0.174526672972689,NA,0.192964280888248,0.0706574778913863,0.0220560635406814,0.0306893082894164,0.0274311967929373,NA,0.0205696440100296,30495,9825,7051,4288,6659,3111,1032,1970,NA,716,0.468095230785761,0.150812777257587,0.10823215190262,0.0658203754585783,0.10221499071331,0.0477535419896542,0.015841097824919,0.030239304956483,NA,0.0109905291110872,"Hadházy Sándor","Pál Gábor",NA,"Király Miklós","Drávucz Zsolt","Vásárhelyi Judit","Spät Judit","Kövesdi Miklós Gábor",NA,NA,"FIDESZ_egy",0.758568128788678,0.339862157889082,0.316367130609732,22141,21071,-0.00698987517114946,0.0237138957151022,-0.0234950272793493,216,1799,-1070
"75","PEST",4,"Vác",71719,1682,483,73884,52317,1997,54314,73.51,54259,651,1.2,53608,523,53297,27559,12824,NA,0,10131,930,974,NA,NA,1190,0.514083718847933,0.239218027160125,NA,0,0.188982987613789,0.0173481569914938,0.0181689300104462,NA,NA,0.0221981793762125,27295,10245,4948,2535,4727,1448,381,1007,NA,711,0.51213013865696,0.192224703078973,0.0928382460551251,0.0475636527384281,0.0886916712010057,0.0271685085464473,0.00714861999737321,0.0188941216203539,NA,0.0133403381053343,"Rétvári Bence","Fehér Zsolt",NA,"Krauze István","Matkovich Ilona","Juhász Béla Róbert","Dr. Jakab Zoltán",NA,NA,NA,"FIDESZ_egy",0.72947196698225,0.263410698538379,0.224500074615729,14039,12035,0.00195358019097314,0.0469933240811528,-0.0389106239226503,264,2579,-2004
"76","PEST",5,"Dunakeszi",91122,1685,928,93735,69125,2340,71465,76.24,71423,849,1.19,70574,617,70619,30537,10902,NA,25576,0,2502,0,NA,NA,1057,0.432694760109956,0.154476152690793,NA,0.362399750616374,0,0.0354521495168192,0,NA,NA,0.0149771870660583,29257,12381,8287,6643,7083,3602,719,1812,NA,835,0.414293603704386,0.175321089225279,0.117348022486866,0.0940681686231751,0.100298786445574,0.0510061031733669,0.0101813959416021,0.0256588170322434,NA,0.0118240133675073,"Tuzson Bence","Varga Zoltán Péter",NA,"Rónai Sándor","Dr. Kiss Csaba","Kohut Ákos","Dr. Vargha Nóra",NA,NA,NA,"FIDESZ_egy",0.758598362634709,0.372902476670584,0.397851900133194,26334,28078,0.01840115640557,-0.0208449365344867,0.0249494234626091,1280,-1479,1744
"77","PEST",6,"Gödöllõ",85531,1573,637,87741,63211,2029,65240,74.36,65186,758,1.16,64428,543,64179,29588,12343,4776,NA,14763,848,233,1109,NA,768,0.459241323648103,0.191578195815484,0.0741292605699385,NA,0.229139504563233,0.0131619792636742,0.00361644005711802,0.0172130129757248,NA,0.0119202831067238,30219,11813,6759,3224,7629,2171,408,1302,NA,654,0.470854952554574,0.184063322893781,0.105314822605525,0.0502345003817448,0.118870658626654,0.0338272643699653,0.0063572196512878,0.0202870097695508,NA,0.0101902491469172,"Vécsey László József","Vig János","Makrai Zoltán",NA,"Lengyel Szilvia","Molnár László","Kis Imre","Bõsze Gábor",NA,NA,"FIDESZ_egy",0.739041984777449,0.314604465635177,0.320047184453964,20191,20620,-0.0116136289064706,0.0075148729217025,0.0054427188187875,-631,530,429
"78","PEST",7,"Vecsés",85943,1296,543,87782,60611,1640,62251,70.92,62175,854,1.37,61321,980,60697,27485,18114,NA,8744,3538,1350,705,NA,NA,1385,0.448215130216402,0.295396356876111,NA,0.142593891162897,0.057696384599077,0.0220152965541984,0.0114968770894147,NA,NA,0.0225860635018998,26535,13613,6832,4144,4880,2084,510,1305,NA,794,0.437171524128046,0.224277970904658,0.112559105062853,0.0682735555299273,0.0803993607591808,0.0343344811110928,0.00840239221048816,0.0215002388915432,NA,0.013081371402211,"Dr. Szûcs Lajos","Sas Zoltán",NA,"Nyeste Andrea","Apostol Klaudia","Kalasovszky Bernadett","Tóth Judit",NA,NA,NA,"FIDESZ_egy",0.705246500587599,0.303968894673542,0.233802449405587,18450,14337,0.0110436060883563,0.0711183859714534,-0.0701664452679553,950,4501,-4113
"79","PEST",8,"Szigetszentmiklós",86549,1689,662,88900,61157,2068,63225,71.12,63144,485,0.77,62659,391,62205,25272,12758,19188,NA,3016,1355,0,NA,NA,1070,0.403325938811663,0.203610016118993,0.306228953542189,NA,0.0481335482532438,0.0216249860355256,0,NA,NA,0.0170765572383855,25332,13240,9549,4121,4911,2420,492,1314,NA,826,0.40723414516518,0.21284462663773,0.153508560405112,0.0662486938349007,0.0789486375693272,0.0389036251105217,0.00790933204726308,0.0211237038823246,NA,0.0132786753476409,"Bóna Zoltán","Lupa János","Stefanik Zsolt",NA,"Hevényiné Danics Nikoletta","Tótok József","Ketskeméty-Rády Magdolna",NA,NA,NA,"FIDESZ_egy",0.7066170608557,0.345518848967125,0.375987487830958,21493,23559,-0.00390820635351652,-0.00923461051873678,0.0304686388638332,-60,-482,2066
"80","PEST",9,"Nagykáta",73762,1595,248,75605,47010,1615,48625,64.31,48623,760,1.56,47863,610,47954,24051,16017,3426,NA,1409,NA,163,NA,2144,653,0.502496709357959,0.334642625827884,0.0715792992499425,NA,0.0294381881620458,NA,0.00340555335018699,NA,0.0447945176858952,0.0136431063660865,25517,11409,4363,1929,2315,881,215,690,NA,635,0.532114109354798,0.237915502356425,0.090983025399341,0.0402260499645494,0.0482754306210118,0.0183717729490762,0.00448346331901405,0.0143887892563707,NA,0.0132418567794136,"Czerván György","Bozsik József","Török Zsolt",NA,"Szalay Sándor",NA,"Mérõ Péter Ferenc",NA,"Majoros Tibor",NA,"FIDESZ_egy",0.637320029283371,0.202339742252992,0.104423040762175,9703,4998,-0.0296173999968391,0.0967271234714588,-0.0979167014908171,-1466,4608,-4705
"81","PEST",10,"Monor",75401,1409,325,77135,48326,1533,49859,64.64,49818,423,0.85,49395,346,49050,25989,12944,7065,NA,1666,795,287,NA,NA,649,0.526146371090191,0.262050814859804,0.143030671120559,NA,0.0337281101326045,0.0160947464318251,0.00581030468670918,NA,NA,0.0131389816783075,24790,10976,5514,2206,2602,1133,246,853,NA,730,0.505402650356779,0.223771661569827,0.112415902140673,0.0449745158002039,0.0530479102956167,0.023098878695209,0.00501529051987768,0.0173904179408767,NA,0.0148827726809378,"Pogácsás Tibor","Lendvay Endre","Torzsa Sándor",NA,"Lutter Ferenc","Janzsó Miklós Csaba","Papp Roland",NA,NA,NA,"FIDESZ_egy",0.640919881699182,0.23855249745158,0.198663832371698,11701,9813,0.0207437207334126,0.0382791532899769,-0.0398886650798825,1199,1968,-1888
"82","PEST",11,"Dabas",83643,1478,423,85544,57394,1701,59095,69.08,59052,588,1,58464,352,57767,29780,17231,7157,NA,3300,0,NA,NA,NA,996,0.509373289545703,0.29472837985769,0.122417214012042,NA,0.0564449917898194,0,NA,NA,NA,0.0170361247947455,29093,12386,5908,2735,3992,1528,317,986,NA,822,0.503626638045943,0.214413073207887,0.102272923987744,0.0473453701940554,0.0691051984697145,0.0264510879914138,0.00548756210293074,0.0170685685599044,NA,0.0142295774404072,"Pánczél Károly","Magyar Péter","Kücsön Sándor",NA,"Török László","Galgóczi Péter",NA,NA,NA,NA,"FIDESZ_egy",0.686178161950193,0.250662142745858,0.178862205801861,14480,10457,0.00574665149976017,0.0803153066498033,-0.0717999369439974,687,4845,-4023
